slug,title,category,score,risk_level,salary_low_usd,salary_high_usd,salary_trend,tasks_at_risk_count,tasks_growing_count,defense_skill_1,defense_skill_2,defense_skill_3,insight,score_q1_2025,score_q3_2025,score_q1_2026,score_q2_2026,score_q3_2026,soc_code,tier,sub_task_automation,sub_tool_maturity,sub_adoption,sub_agentic_exposure,agentic_risk
aerospace-engineer,Aerospace Engineer,Science & Engineering,21,Low,105000,160000,stable,3,3,AI-Assisted CFD & Structural Optimization,Flight Certification & Airworthiness Analysis,Propulsion & Advanced Materials Integration,"Design-iteration cycles are compressing as AI-assisted CFD and structural tools mature, but certification and airworthiness sign-off remain tightly regulated, engineer-owned work that AI cannot touch.",,,,,21,17-2011,2,26,58,35,25,Low
structural-engineer,Structural Engineer,Science & Engineering,21,Low,75000,130000,stable,3,3,AI-Assisted Structural Analysis & Optimization,PE Licensure & Stamped Design Responsibility,Forensic Structural Failure Investigation,"Load-path analysis and calc-package drafting are increasingly AI-assisted, but the stamp on a structural drawing, and the legal liability it carries, still belongs to a licensed engineer.",,,,,21,17-2051,2,26,55,38,22,Low
geologist,Geologist,Science & Engineering,20,Low,65000,135000,stable,3,3,AI-Assisted Seismic & Remote-Sensing Interpretation,Field Mapping & Physical Site Assessment,Core-Sample Interpretation & Hazard Judgment,"AI now chews through seismic and satellite datasets fast, but reading an actual outcrop or core sample in the field is still a geologist's call. Fieldwork keeps this role grounded, literally.",,,,,20,19-2042,2,26,50,32,20,Low
petroleum-engineer,Petroleum Engineer,Science & Engineering,18,Low,100000,190000,mixed,3,3,AI-Assisted Reservoir Simulation Tools,Well-Control & Rig-Site Safety Decision-Making,Enhanced Oil Recovery Technique Design,"Reservoir simulation and drilling-data analysis increasingly run on AI-assisted models, but a well-control decision at the rig site still needs a petroleum engineer who owns the physical risk.",,,,,18,17-2171,2,24,48,32,20,Low
tax-examiner,Tax Examiner,Public Service & Safety,44,Moderate,50000,85000,mixed,4,2,Automated matching and fraud-detection system fluency,Complex audit and tax-law certification,Taxpayer dispute resolution and communication skills,One of the most exposed public-sector roles here: matching and flagging is exactly the routine digital work automation already handles well.,,,,,44,13-2081,2,55,62,32,45,Moderate
court-clerk,Court Clerk,Public Service & Safety,40,Moderate,35000,55000,stable,4,2,E-filing and court case-management system fluency,Court procedure and records-management certification,Public-facing customer service and courtroom support skills,A document-heavy government role where mature e-filing and OCR tools already cover much of the routine workload.,,,,,40,43-4031,2,52,60,25,42,Moderate
policy-analyst,Policy Analyst,Public Service & Safety,40,Moderate,60000,115000,rising,4,3,AI research-synthesis and drafting tool fluency,Policy framing and political-feasibility analysis,Applied data analysis certification,One of the highest-automation roles in this category: the drafting and research pipeline is squarely inside what agentic tools do well today.,,,,,40,19-3099,2,48,68,30,48,Moderate
urban-planner,Urban Planner,Public Service & Safety,29,Low,60000,100000,stable,4,2,AI-assisted GIS and scenario-modeling tool fluency,Public engagement and stakeholder facilitation skills,Land-use law and zoning certification,"The analytical half of planning is automating steadily; the public-hearing, political-negotiation half is not.",,,,,29,19-3051,2,38,55,25,35,Low
911-dispatcher,911 Dispatcher,Public Service & Safety,26,Low,40000,65000,rising,4,3,Next-gen 911 (NG911) and AI-assisted CAD platform fluency,Emergency medical dispatch (EMD) certification,High-stress call triage and de-escalation skills,"Dispatch is one of the most digitally automatable public-safety jobs on this index, and NG911 tooling is already mature. What keeps adoption slow is money and liability, not capability: the gap between a well-funded metro center and a rural county center is enormous.",,,,,26,43-5031,1,32,58,25,45,Moderate
building-inspector,Building Inspector,Public Service & Safety,25,Low,50000,90000,stable,3,2,AI-assisted code-compliance plan-review software,Building code and structural-safety certification,On-site inspection and client communication skills,Plan-check paperwork is a good fit for automated compliance review; the physical walkthrough and sign-off liability are not.,,,,,25,47-4011,2,34,52,20,30,Low
detective,Detective,Public Service & Safety,22,Low,65000,115000,stable,4,3,AI-assisted digital forensics and case-linkage tools,Advanced interview and interrogation technique certification,Courtroom testimony and evidence-presentation skills,"Records work is automating fast, but the interview room and the witness stand still require a human.",,,,,22,33-3021,2,30,48,20,28,Low
probation-officer,Probation Officer,Public Service & Safety,22,Low,45000,80000,stable,3,2,Risk-assessment algorithm interpretation and case-management software,Motivational interviewing certification,Reentry and treatment-referral navigation skills,Risk-scoring tools already do a chunk of the analytic work here; the supervisory relationship is what remains distinctly human.,,,,,22,21-1092,2,28,55,28,25,Low
emergency-management-director,Emergency Management Director,Public Service & Safety,18,Low,65000,115000,rising,3,2,AI-assisted disaster-modeling and resource-allocation tools,Incident command system (ICS) certification,Crisis communication and public-messaging skills,Planning paperwork automates readily; the job's value is in the live coordination no model can run during an actual disaster.,,,,,18,11-9161,2,25,45,18,22,Low
social-worker,Social Worker,Public Service & Safety,16,Low,45000,80000,rising,4,3,AI-assisted case-management documentation tools,Trauma-informed crisis intervention certification,Benefits and resource-navigation systems literacy,"The paperwork half of social work is getting real automation help, which is good news if it frees caseworkers for the in-person visits and trust-building that no tool can substitute for. Agencies that adopt these tools fastest are still the exception, not the rule, in the public sector.",,,,,16,21-1029,1,22,48,20,22,Low
city-manager,City Manager,Public Service & Safety,14,Low,90000,180000,stable,3,3,AI-assisted budget-analytics and dashboard tools,Public-sector executive leadership certification,Council relations and public communication skills,An executive role where AI helps with reporting mechanics but not the accountability and relationship work that defines the job.,,,,,14,11-1011,2,20,42,18,15,Low
police-officer,Police Officer,Public Service & Safety,13,Low,55000,95000,rising,4,3,Report-writing AI tool fluency (body-cam-to-narrative platforms),De-escalation and crisis-intervention certification,Evidence-analytics and case-management software literacy,"Patrol work itself sits outside AI's reach, but the paperwork half of the job is being rewritten: departments that adopted AI report-drafting tools report officers spending far less time behind a keyboard. Officers who master those tools free up the in-person hours that actually define the job.",,,,,13,33-3051,1,18,52,18,10,Low
correctional-officer,Correctional Officer,Public Service & Safety,7,Low,40000,70000,mixed,3,3,Conflict de-escalation and crisis-response certification,Facility surveillance and behavior-monitoring system literacy,Rehabilitation and reentry-program facilitation skills,One of the most physically-grounded roles in this index; AI's reach is limited to logging and monitoring at the margins.,,,,,7,33-3012,2,10,35,12,8,Low
park-ranger,Park Ranger,Public Service & Safety,6,Low,40000,70000,stable,3,2,Wildlife-monitoring analytics and camera-trap data tools,Wilderness first responder certification,Interpretive education and visitor-safety communication,Among the least automatable roles in this index; the job exists precisely where digital tools don't reach.,,,,,6,19-1031,2,10,32,10,6,Low
firefighter,Firefighter,Public Service & Safety,5,Low,40000,85000,rising,3,3,Technical rescue and hazmat response certification,Incident command software and predictive-dispatch tool literacy,Fire investigation and cause-and-origin analysis,Firefighting sits at the physical floor of this index: suppression and rescue can't be automated at any reliability AI offers today. The only real AI pressure is on the administrative tail of the job.,,,,,5,33-2011,1,8,38,12,5,Low
